cust_id,no_transactions,avg_sales
178795e5-9b69-47c8-8ba5-63ec2722cb04,1,20.28
7c81c4fa-f469-471e-87a0-ec4cd60cda47,1,20.28
4dfc8386-0f2b-4d4a-9362-3d21f8661f17,1,20.28
c48d439f-8c2f-4336-abf1-c06ac2795f09,1,20.28
671b33cc-4c1d-4258-9526-a4aed9789221,1,20.28
444667c1-3284-4bcb-b42c-3cc2422bdf72,1,20.28
d0a9096b-710e-43c2-a392-0ed15df375e2,1,20.28
e9314eef-f214-414f-97e3-c024a39bb120,1,20.28
9e9c8df5-6139-4fbd-a4e9-f8b131163afc,1,20.28
c55881ba-dbf9-40d8-b8de-c3041d8559b0,1,20.28
5984d061-8f45-403d-982b-33fca3f5d2f0,1,20.28
8c8eccbe-9a2c-4f5c-8318-8c77ab1061c4,1,20.28
897f7349-bebc-4ae9-b83d-e5efcea887a0,1,20.28
ba9e8273-f33f-4b48-8dc9-b3ea97315c22,1,20.28
032d1754-6da8-46c2-9cf5-a6c463486117,1,20.28
cfb55080-1efe-4535-9b6d-2b623e97c312,1,20.28
6babb5a1-ff85-460d-905d-fc465bab8b38,1,20.28
25dc7560-1c92-4d27-9dfc-ed4edd0cda5a,1,20.28
528cf417-9960-42a0-b51f-72db7f47956b,1,20.28
d1ddd3e5-fafa-4fda-aa1d-acfb38662b39,1,20.28
e0bb6ac2-ce7d-4a24-a85b-b358fda8f053,1,20.28
fb55b756-502d-4300-8845-a07449fad1b6,1,20.28
3984c092-acdd-46f5-9def-d47b7a490757,1,20.28
56fee103-0f35-4f83-a77a-e191436a4612,1,20.28
ece02f95-1847-4f37-b397-8b9d3bce9a2c,1,20.28
fd52e363-13c4-431a-ac10-54d4d68a1864,1,20.28
b6883a1f-d64b-4979-81d7-bedad95ed141,1,20.28
cad62805-9cc6-4c68-a5f3-bc88ee4df90f,1,20.28
a0fd982b-d7ec-4a41-99f3-28a5cfd00964,1,20.28
1b6a405d-5ffd-49a4-b018-636ae938a863,1,20.28
9a12039f-7494-4073-bbf0-bed33972424d,1,20.28
2e91b106-7dca-4cd8-a8b6-3ee2b1ca4a52,1,20.28
d3cad57e-8422-4c4d-961d-e43dd0669707,1,20.28
eca3a31e-e331-41d4-aa6c-76ed03be1d0f,1,20.28
4c923180-2020-41d1-8ffe-82669e38681a,1,20.28
611ec156-6716-4ad9-a97d-64505ccb180f,1,20.28
c0792c89-c46d-498e-a247-d9e3ec2614fb,1,20.28
cda4e71e-e044-4aea-a118-a3e8882243af,1,20.28
46216094-fb29-40f6-95f5-629d2b471c15,1,20.28
aff867cc-3575-432a-babd-c58457b4e087,1,20.28
48db5276-f8dc-444e-8a75-606b847bcf75,1,20.28
2e8063a1-1692-4a78-ae47-72c25a1555a4,1,20.28
d82a1ac4-3f0e-459a-8be2-3ea820ba5827,1,20.28
7577dc7f-2398-4078-a283-0d02ad6bd413,1,20.28
a209741b-7fa5-42f4-b62b-4aa4a1d7765e,1,20.28
ed44cdc7-f1b8-4bb9-8c33-6eaf87be438a,1,20.28
c6fddc92-b0b9-44f1-b4c7-cd9158426d55,1,20.28
0c412f64-a012-409e-af78-90bcb9ac0d76,1,20.28
ad79ef1d-391a-4df6-ac08-a8cc8b2ec643,1,20.28
9b12ed94-6561-488d-b3b0-9808dd2d204c,1,20.28
4884652d-cf1e-4009-8bc2-77a333eaa8eb,1,20.28
fdf429f7-aa4f-48b1-a1ac-61bc7e6e3319,1,20.28
b51b5237-4505-41d4-b244-4453d879672e,1,20.28
042eae7a-b3fe-4dae-bcd8-1bfae76838ad,1,20.28
c4060fc9-f680-4679-b33e-084747b3e378,1,20.28
f54c4c5a-576c-44c5-94e1-c175eb774ef5,1,20.28
158b1b88-72ff-4b37-b694-084730690996,1,20.28
1baf9aa8-c374-443e-9d18-12474b4ac500,1,20.28
902759eb-4ef8-42e6-9cde-4545b76a3075,1,20.28
8f3baecb-70ca-4ab2-ab33-fb14360b6cd1,1,20.28
c39c32cb-db66-4774-b620-a68c071f9a65,1,20.28
fadf9fd2-4c9f-405d-8538-00d67fdef3b7,1,20.28
c855a7cc-b7a3-40ab-8d8b-5fd548c641c1,1,20.28
ec969c74-53b6-445c-a3b5-a63d86e02018,1,20.28
b8f44752-d08f-4138-a5e1-5c402fabfb68,1,20.28
3c46ca78-8ffd-4a98-aa29-f3971ba26d0c,1,20.28
5c1a40bf-8b0e-4250-ae64-4dd80881c186,1,20.28
9f27bcdb-8bd3-47ae-8273-4dc755831242,1,20.28
30529664-4476-458d-82bb-5867e259cb6f,1,20.28
63cd9b58-ca74-4d56-8160-2cbf81d9fd1f,1,20.28
18360684-4e4d-49d9-a801-788f250df30d,1,20.28
0ed87240-f323-462d-9d98-5ec5d22eb2bb,1,20.28
066a15b3-76a8-43bb-8970-f52ba0affc49,1,20.28
a1742a5b-8624-46b5-954d-2c26655e01d5,1,20.28
ac91ab9f-ee4c-4ff1-ac28-a23927d3dce7,1,20.28
8bc198a3-444d-48fb-a4a3-64c0f35718df,1,20.28
abd9aca4-a243-4734-bd2d-0e7dc6fbb395,1,20.28
cf9236db-774e-42eb-8059-9be87a2cebcb,1,20.28
5f3571eb-bc48-4aa8-95bc-d126fbfc5d21,1,20.28
a799c93e-d0a6-4aea-a7cd-2e25a606398c,1,20.31
ba654b52-f48d-465b-9bde-44feb9b7b2d4,1,20.31
c1a4546a-f4fb-4e61-b497-2a17cfa4ae00,1,20.32
9e50dea5-39ab-47eb-b242-9079d41581e4,1,20.32
aca25de8-68b4-422a-adc7-eaef8baad43d,1,20.32
e7f5dfc5-e81d-4e78-9554-c06c6bdf9f51,1,20.32
c55ee3cc-f031-4a1c-875f-fc8f523bac57,1,20.32
10a50cba-2f47-4fe0-83ae-a34301116e49,1,20.32
902ddb38-c73f-4a43-81f6-de87b01d866d,1,20.33
24686d9c-2f11-49ae-9389-aaea785d2c7c,1,20.33
e95a5026-5465-49b5-8721-eb58c2687e7e,1,20.33
7bde974d-bf75-43ae-8a00-939523a3c543,1,20.33
5e411a34-da0e-40e6-b3f0-dc90e3d29649,1,20.34
059e285e-5b71-4e3b-9b25-65eccc4e8e65,1,20.34
ed41ac01-ec4e-474f-8c52-ff6372a4f62e,1,20.34
f047fe9c-8cad-4322-af99-a18ff82d17cf,1,20.34
a6345014-1054-49e8-87ea-48f2b1369dea,1,20.37
d33f842c-55ca-4605-884b-a68751e262af,1,20.37
c79338a6-ae47-4879-ab9a-2ffbb2c5a956,1,20.37
2f49d243-56f3-4e11-90fb-06f211b414e6,1,20.37
d238b807-85fa-4d55-84e0-6c7576092ab2,1,20.37
ee3d5220-c844-4c9a-a8d4-f0e56627df9d,1,20.37
c73766e6-adce-41f0-8123-b38065a9a36c,1,20.38
43bc27a9-4e3e-48ca-bc4b-d9f4fb2a5ca3,1,20.4
0141f9d7-cda9-4156-a32c-8ed93a0d5dc2,1,20.42
caf5f62d-10e1-4cdd-8300-f509e98c70cf,1,20.42
ae6805b9-20be-48c8-9dd2-817b897fb28c,1,20.42
c7acadac-47e8-4a6f-8c91-1f2e7f99e3e7,1,20.42
b8551a55-24fa-4bd1-8576-bdc4024e8db9,1,20.42
61bf7769-b0c0-4980-a8be-f21bfef4be4e,1,20.42
0abda0d9-19f9-4287-b6f6-833250e504ec,1,20.42
05fcd139-64c6-43c9-a80f-b287dc735811,1,20.42
120a92e5-4d17-453b-b9dd-1b2affc36d98,1,20.43
bda67a09-6265-48d5-9712-a5c118b02b4d,1,20.43
35a67fce-0659-4330-9e26-e1b237d00a0b,1,20.43
31147a75-c259-4e5d-93fb-ba7c5a7ea525,1,20.43
182f705c-ef5d-4b5c-b00c-a103b15c2cd7,1,20.43
56c811ad-5ab4-41d1-952f-206910c97e8c,1,20.43
6c56d771-d546-4ca4-ad50-6a1abaeb9602,1,20.44
5d085661-9748-443b-b48d-2483ea34996f,1,20.44
91c2aa09-bf51-4321-b3b4-d6c9a7f37ff6,1,20.45
1b8babce-3a3d-4950-b476-f0f42c7dfb02,1,20.46
96f95ed7-a116-4ee9-91f2-7eb9b28cae9d,1,20.47
3ab7828b-ecd7-4028-9334-e9650eee916e,1,20.47
0c4036bd-4a2f-41e9-968d-1d9ff3354797,1,20.47
f2bb9eaf-1962-4a15-9a30-f6abb5a581ae,1,20.47
d1f79ebf-b11d-4996-a635-5fdf6db80c1c,1,20.47
de4e5960-58d1-4656-a85c-b5770e2139ea,1,20.47
751c7232-064a-41b6-94a8-4406b9ffd27b,1,20.47
ec657c93-2d98-45e4-add9-c70cbd7c0814,1,20.47
0b8abe50-0025-4413-978f-421c11680002,1,20.47
0cf8ceb4-ec00-49ab-875c-49cfb84306fa,1,20.47
f5f4dd44-4a73-42b5-8f47-b9cd02a9168e,1,20.47
e827cfc9-5da1-40bf-b7f5-276ccf44ff42,1,20.47
abc141e1-5247-49f0-86fb-6345f543ec33,1,20.47
7d40f0d4-8533-465b-b841-eb6165d8dab3,1,20.47
d58ba5cb-983c-4c25-82ff-137b21366ff8,1,20.47
beaa07aa-9510-4fc2-8d4b-6b96fd9bab7b,1,20.47
d5e9032b-845f-4bc8-a401-04881b0ca00f,1,20.47
1891b71e-37ec-401d-9cf4-8a78464da874,1,20.47
b01c975e-35cb-4643-bb0d-c8192661f5bb,1,20.47
690e242a-bb98-4e6f-9387-14121e57ea76,1,20.47
b65ecb20-52ff-416b-ab10-20553bea1d40,1,20.47
ebad976d-2a57-4f64-8544-1caa08a0301d,1,20.47
a79caa37-7ebb-423c-8945-98155a95c1ca,1,20.47
de2e2d00-c581-445c-86af-e057b462f369,1,20.47
4b79e50a-fdce-48e8-8b2f-b1dbf96220fb,1,20.47
a738dd3a-cd5c-4397-90fc-8f93f1397ec3,1,20.47
6239ef4c-abf9-492a-b8ad-7e0c9522503e,1,20.47
42be9f2c-6e95-4d2c-bf22-0382937c8043,1,20.47
22edce31-32f5-4d1d-ad6f-1528d3b08094,1,20.47
211c8e42-f97e-4aa2-9340-a7f1d750e20b,1,20.47
1e613ccd-71f4-4639-a547-416174f1b32a,1,20.47
a999bf0b-25c5-4c61-b909-ed42b8992040,1,20.47
c10b094c-8c36-45ff-81d7-ad5a4590d214,1,20.47
4e42dc7a-9464-40cc-bb6b-d9d0c87b7a43,1,20.47
e30fed12-7119-44eb-b6d1-c0d4ee2ca7bc,1,20.47
1cad3e5f-0edf-4d60-a684-6841f0b28705,1,20.47
08ab48ed-e57a-473b-ac7a-b8100a6e2b94,1,20.47
bf0a53c1-9b97-4f78-8475-1f367ad92fbc,1,20.47
305406a8-ccbe-428c-89cf-ff5495915837,1,20.47
83159d3b-123a-4a97-b9d3-c34d83465c1a,1,20.47
4ada3e06-6826-4583-b29d-582d79aef75d,1,20.47
420f4d18-0962-4fd2-81bb-7eea94e76c77,1,20.47
95bf1de5-8b7f-4422-8a94-9a426496f3a1,1,20.47
57a72ef7-71a2-4f0c-b815-864b39e13314,1,20.47
414a65a4-99fe-41ce-9a8c-9da990c2eedc,1,20.47
785d4fd3-b2be-4564-a5e5-167225afd761,1,20.51
3de3cf65-82b7-49f6-8620-8381cfadd1f6,1,20.51
68f68f2c-cf2d-4ff4-a1a2-2edc681daec2,1,20.51
4ae22987-275e-4062-b0ed-a128cd4fa599,1,20.51
ed4e83c6-69be-40bb-b967-dbdd4afb759c,1,20.51
bbffceb1-43a9-45b9-9a76-9e514f729ec0,1,20.51
80a77ddd-1a96-431c-846a-33e6af0cc4b4,1,20.51
2a4ae703-48f6-4593-9927-339541021d27,1,20.51
dce04f9a-a280-4e8d-a0c4-45c176574bc4,1,20.51
77905860-9b42-4839-bd5e-41f67063118e,1,20.51
301d2d7d-e234-455d-bf1d-71771401f215,1,20.51
e13aaf4c-bccb-417e-b899-8e5e739c58ef,1,20.51
0ea784a5-3f63-4604-bb54-62a27934c9f9,1,20.51
4d5a7736-e86e-4cf3-9a8f-bf0454a30e93,1,20.51
2c0eb818-0171-4ed0-a830-e8d4bfc6d7c7,1,20.51
b0d895fd-a4ef-4161-9488-24eb7c047a6d,1,20.51
bae90652-9d12-4c5a-a587-f3af83868c9c,1,20.51
1ba90a2d-ac7d-4d91-ace2-58888d1074c5,1,20.52
40cc7513-9a47-4f14-80d6-b6e2a2f53f35,1,20.52
361f5ae3-3e10-4aa2-8920-5cf8881be751,1,20.52
6c64dcb3-a050-45e2-a7d6-3d8a0fc9bf63,1,20.52
79a9bc47-129c-4ff8-9fb8-63b60f325c41,1,20.52
2a30026c-785c-4747-a7c4-004a5b6abd6f,1,20.52
fa01b573-f2ae-401a-aeb6-485313f34071,1,20.52
a87242d5-4d20-4602-b6cf-b965df096d24,1,20.52
5878ad0a-bdc1-4054-95ff-0a9f696570b4,1,20.52
a7d3cd0b-5ee3-41bc-b1ac-e664717bae37,1,20.52
98fe916c-cb12-4442-953a-1d7e8d025df1,1,20.52
77c1ee62-3d87-4188-9e43-f43f96dba3e1,1,20.52
ee5c5844-c591-4950-a2e6-27102fc60e60,1,20.52
35f3f144-7aeb-4520-9e36-9be4d4392697,1,20.52
eb912036-2b16-4c2a-93ad-28cf498a89bb,1,20.52
105a612a-7c2b-4f24-b999-c517aa04707c,1,20.52
e43818ed-b707-465a-a4ca-ecd43b8b5015,1,20.52
e41fff23-40dd-4baa-b713-6a17b41a1a41,1,20.52
0a4cd0ce-6d0e-4394-9b6f-fc1cd07618b5,1,20.52
b112943b-47ac-4228-bee5-979275e2269c,1,20.52
585f66c0-da48-4f0d-b306-3763f108898d,1,20.52
71a0f5fe-a9d1-4f64-bbf2-0c037c2fba9b,1,20.53
de625171-c6a4-494e-b66b-131f2236df57,1,20.53
c81b7a2e-6ac6-4e77-a39d-29e1bed41344,1,20.53
86a889a1-2da6-46d3-a051-aa38d2b4cb6b,1,20.56
29975f0d-3b46-4395-9d63-4b122278178d,1,20.58
2902aa55-03e4-402c-81fe-ccd79be2b06b,1,20.59
6a141989-bdfc-422c-b2e2-ddaa95e08753,1,20.59
f1607552-576e-4685-bdc3-982208e55975,1,20.59
b622eef3-f637-4c1c-bd63-09b0b7f637b9,1,20.59
38378387-931b-4886-842a-8d48e744d488,1,20.59
588d41cb-0f92-473a-a533-e88ace8749aa,1,20.61
89fdeeaf-9f38-4982-b094-52ddfc731ab1,1,20.61
e69a8ae7-863e-4e7e-a746-343b0de10a26,1,20.62
dd2aa40b-1ac3-44e0-bfb7-4ccaa5be11e6,1,20.63
d5392f93-4469-44e3-9e64-a30e875019ee,1,20.63
83b8dc35-7449-4197-a2f7-ed647a0be288,1,20.63
963fea36-77b7-48e2-8ebd-89383b987666,1,20.63
2bda2b3f-f86d-4a9c-a173-868d0da8f81e,1,20.63
68e19240-ea2a-4062-b625-654fc40df25e,1,20.63
9674b84b-7d41-42fe-b4c7-6f239e15fe2b,1,20.63
a82d758f-52c6-45b8-961d-6c2847f406de,1,20.63
229c8b98-d702-408e-a259-11b4719a8ecc,1,20.64
09421cca-8c4f-41ab-9d60-6e4772b28089,1,20.64
b0ec6ddc-d80c-49e0-9460-038d623da71a,1,20.64
dd0d29a5-39f1-406d-a2ac-9d4c79f7bc13,1,20.64
7dd2477c-13e7-46a0-8a5f-87c8e686379e,1,20.64
ed55d250-a69d-4101-ada3-af68a9fcc293,1,20.64
440e2ff2-f3fd-4722-b8ad-0e98745a60b0,1,20.64
ba85c757-80cc-419c-8931-3937674a5f9b,1,20.64
5f5110fa-004b-46cc-afad-83b9fc6d05b2,1,20.64
f67b29b1-1e0d-477f-91b5-57717a63b011,1,20.66
82f8c3a5-af8f-4dd2-9f56-ca636e446768,1,20.66
bab2b9e7-8ea2-4f61-a39a-74f2c74b66ce,1,20.68
0ebf918a-87b3-4b52-ab5d-88ae5c2a9812,1,20.68
b2368d3a-be76-4ce0-b76d-63b53e2655cb,1,20.68
108f4425-e790-4441-9600-e5db84665559,1,20.7
1db3bb0c-1023-46e5-b6da-add1bb8e0afc,1,20.7
9818e073-4cf1-455e-8d9f-43e21eba37bd,1,20.71
9b8b09ba-0986-48fc-935a-71ac712d5184,1,20.71
73e58cbc-e134-446c-aca6-477a620e0c5d,1,20.71
69493a0b-8aac-4e87-9a7a-5161b30d7e89,1,20.71
14451ec7-62d1-4df5-80c9-b1678028e418,1,20.71
d9eca7b8-b46b-4fb3-9bc3-16c3ef4ce10d,1,20.72
93bc77a0-4294-441b-8259-1c2e745a6a22,1,20.75
44eccc55-8d4c-4b21-bdd2-97a53fe69f44,1,20.75
1c464fb5-0736-41ad-9a33-debb9ce2f79a,1,20.76
74228656-da0a-41e3-bbbc-d7ac56381d2b,1,20.8
f8fa4b09-1cd1-41e5-86ab-63dacacc4e74,1,20.8
99c5da17-6d6c-4ea7-aa67-2c153f73b1d5,1,20.8
6e7eb08f-ae93-4ddb-af98-45aeee57d636,1,20.8
83184138-b97c-4dac-a605-078263867c89,1,20.8
cf800efd-aa9e-45e2-bcfd-15b342a53304,1,20.81
0a7f49b5-8a57-4fe6-ac64-3f1ec4aeddb9,1,20.81
0817890e-9542-486e-8961-e499a517f3bb,1,20.81
f8f999b5-6bcb-400a-ba59-670e60872ac3,1,20.81
3daaea84-9341-49a9-a97c-8acb9798aea5,1,20.81
5c2fbbf7-b793-4f6b-8428-729bf2525b17,1,20.81
573fe92e-46ac-4e0f-9519-b17dcb1aa342,1,20.81
86d41955-afc6-4f2e-b444-2d451109ca78,1,20.81
6e4dbc02-9bf8-4fc6-b2cb-846850f18112,1,20.84
36c4144d-343f-4729-aa52-b6b137cf40f9,1,20.84
73dd3f7c-27ed-4281-af34-cf74ec9c1e4f,1,20.85
51b7cb66-a2df-4540-b29a-abe294f9b4e3,1,20.85
262c1bd5-32a5-4576-9e63-ef1460cc8245,1,20.85
6b2b4b12-22b3-4f73-8774-6a216e465ae3,1,20.85
602e638f-e65a-4277-8b8d-cf1cbc6be899,1,20.89
f493e340-d9a0-4fe0-ba80-57b6c413509d,1,20.9
3ab3d6fe-dba2-4d50-8821-2d32451035e9,1,20.9
43be24c2-a25d-4052-a065-e5dd88e789b7,1,20.9
6e97e790-ea63-42b5-ac83-6dcc984f0489,1,20.91
12169302-d9d1-4152-9da6-179e1596a5e3,1,20.97
7cfde946-5b6b-4a7a-800f-c92442cb358e,1,20.99
091b898b-a79b-4380-bc4e-162645feedb0,1,21.05
3a8c33c9-d259-43b5-8633-9ee2607b402b,1,21.05
09976acc-b828-4d2c-8fc4-d4a589b37dc8,1,21.08
960a9f85-a6a2-492a-801b-81f6925c24c7,1,21.13
46a5aac3-8574-4ff1-8d38-d0b3df6da0cf,1,21.2
fea07e67-080b-4679-91b0-449b23905410,1,21.22
da488c00-cd57-4959-acbc-36e892d0e726,1,21.23
7c362003-7ece-42d1-b859-782d4f0e4711,1,21.23
69e0b71d-bcb0-406c-a187-967104d68280,1,21.29
fffd81cc-aa43-4401-ba85-0d344cfd5b57,1,21.3
4a3e8208-c8db-4236-b52c-da0d738ba153,1,21.37
16945c6c-a515-4fc6-b0ed-e2f0a9be0e82,1,21.44
90799fd8-89bc-4d3b-854a-4e4150269e34,1,21.45
1c4e0d8d-121d-4531-bc7e-b8ed299c8fff,1,21.47
6500c589-ea7c-42f7-9ea7-c363b173c280,1,21.5
2d62b164-4b7f-4eaa-b964-2602a2262fda,1,21.5
b71cb867-b49f-4357-b59f-38fbd464f7cc,1,21.5
0db2f952-e8b4-471b-82b8-ff7408195ba1,1,21.54
ec807357-3a2d-4ed5-b39c-e2bfb9dee54a,1,21.54
f3d73e29-80a8-4022-b15b-5da71f62fcf9,1,21.54
af3dd0f6-b740-4893-824a-bd9ec6fbdeab,1,21.54
6537c8bf-eba2-40ae-bdec-9f6f3bdf1c03,1,21.55
e52a624f-1607-416c-95db-ca3eb3c5a473,1,21.63
d6dcb499-e51b-487b-8121-e9e7d14ce7ae,1,21.67
52fc5201-9428-4c41-ba11-e0f378fd5e54,1,21.68
43c8e03e-3a9f-447f-b89f-c544d7cb2c16,1,21.68
8cd0d0c8-b2de-4da0-8f4e-b0426eb3dcad,1,21.74
d6131379-6213-494d-958e-3ea728513bd2,1,21.79
bb86085c-680c-402e-8768-a70c8152c56a,1,21.8
a8b5c989-9e02-4cfe-b52a-4169c20c1a93,1,21.83
eb095fd9-9f42-487e-af39-b62b03228a92,1,21.84
5b56b132-a052-4b09-983b-1fbd8fbebdf4,1,21.84
e6b642d2-7fc4-4eae-8126-21ce486bc1c0,1,21.9
0a973045-3db9-46c0-aff5-3b59355fd9d1,1,21.9
f3f8f490-c53f-4387-9f0c-af06b68e8d85,1,21.92
3ac167eb-4e0c-4c4a-b79d-fbd014cd116e,1,21.93
463e6e04-f359-45e1-b8b7-953ef8486ff7,1,21.93
d9303083-a12b-4b28-9ec2-6fc34de78323,1,21.94
51451f6c-a7ae-4d77-bd6b-f363ad53f607,1,21.94
276d6dde-3be9-4070-86a3-b8e8598247ac,1,21.94
d685fe1b-a15e-41d3-b938-38c9acb8ba54,1,21.94
45414c47-e8b7-4804-be9d-b89c2b4f7444,1,21.94
8cc57c10-7950-4034-8f55-60934f935582,1,21.95
417670f2-a43e-40a6-84ad-973c50ce219c,1,21.95
7d64eca5-af33-418a-82fc-5fdf62ff481a,1,22.1
2a8fc21d-df6c-4070-a4d3-6d2a1470c104,1,22.26
a6532a1e-390a-4890-992c-fe11a3a34b3e,1,22.32
731a93c8-dd63-4f67-8fb0-94c232b975c7,1,22.33
f0cf2540-5d61-4c31-9dda-61c11b4c9b38,1,22.37
a6c33720-4bde-4a44-8283-7ff5bd1f7c6a,1,22.44
3a861b40-6112-4d89-80b0-03f7b3e81e44,1,22.45
4dc9ba60-05ab-4e8f-a468-fb1c77b1a208,1,22.56
d662b1c9-798e-4796-bb1e-e6fbc5d166bb,1,22.57
a22ecb56-ecef-4c97-8c30-e9e487a059f0,1,22.6
189f14cb-b188-434c-ad09-7cd172ca43e2,1,22.61
4e461120-f37e-4a68-932b-7ac5167e91e7,1,22.63
3e535d3f-4967-4c99-8eb1-5d941c1e8cf8,1,22.63
68d0095a-5ad3-4052-95c5-0396f494dfa2,1,22.64
108e3469-d8ce-422a-bd4c-9b29576659a9,1,22.65
35d22628-c021-4b48-8639-192c70247c33,1,22.69
eaadab5a-099d-4c89-89cf-cdfa2f78ac03,1,22.72
f22c7283-f6d3-484f-8417-d443e99b5909,1,22.74
e7cf7c0c-e692-4670-80ea-90e7dabe0020,1,22.76
3798de74-dcce-4e60-a0ab-c52867d7145f,1,22.8
cccad28b-dff6-424c-8218-0750b616aacd,1,22.8
b5776244-199b-4a34-966e-aae814522da5,1,22.8
2dd21cba-2754-44a3-a14e-81225c639b17,1,22.8
adc61425-ae1d-42b9-9f3f-0d99b327c287,1,22.82
b3bb623c-67e5-444b-a509-c4fedc04d918,1,22.82
d3503ea6-fd10-4c27-b3e6-62fb0bbf3212,1,22.83
1b1d8453-dbb4-4125-832a-aa69e3974d98,1,22.84
76a55768-fc0f-41aa-9735-6398f621eb46,1,22.9
6f9ba796-c2be-4521-b906-44e0f47f94f9,1,22.9
df0b8f28-a42a-46f4-b0bb-43667e25fe01,1,22.91
373d4afd-903e-4e0a-85a9-55d9634f8e1d,1,22.91
f9ef88a7-c584-4c42-8152-b6c551993f2f,1,22.93
0f43f0b4-6ff4-4d82-b2d1-c522e8bb1fef,1,22.95
ed6082fd-519c-4d53-8435-9511b10319af,1,22.95
e4737b17-29f9-493e-8bb6-da03a2aa0c52,1,22.95
f7558317-8274-466b-9be5-af13eaac07ec,1,22.95
9229465f-f5e7-49b1-b557-360efbc14a96,1,22.98
230d42a9-7338-4614-9ac1-c540061463a8,1,22.98
bec6bb2e-73c7-4784-b725-b64f1dcafaad,1,22.98
45b749f2-c9ab-4c75-86b7-4228bf71fa38,1,22.98
5b2968bb-3265-44a8-8410-a5a97832dec2,1,22.98
d7a4fe3e-bc63-4bae-b6ec-cfbb3f7cd660,1,22.98
b098986b-c6b3-464c-ab2b-12e0581478e8,1,22.98
a4d5e593-5bd0-4e10-83ab-76387bfd056a,1,22.98
336c5019-895b-4f5b-9ef0-362e10d4a7bb,1,22.98
0f75a4ce-bdf0-4bd7-814b-77b528f47a6c,1,22.98
6c5ca548-c397-4181-841e-c3dfc2e07819,1,22.98
9f8f5d86-1355-4125-bef1-3430099638c1,1,22.98
9e463e14-4102-4ec8-ab16-22a90f87147b,1,22.98
6e6c3618-8edc-4758-9f73-ec3b667d1dd8,1,22.98
3da73bff-f472-4a40-acd7-e113893d1f77,1,22.98
2fdd948b-6bfa-4ce4-8c31-308ca993d95d,1,22.98
f308f92a-d223-4721-9bf5-1f5f949829a2,1,22.98
38a7bec5-c28e-47b3-b3ff-836374124b6c,1,22.98
eda70b1b-dec9-4b28-8c93-e8803817b6e3,1,22.98
00851b29-b4c1-4d99-b215-0b39f55626d3,1,22.98
708e53d1-5383-45c2-ab39-6899b130ff07,1,22.98
e356543d-3588-4031-bb4b-c22e8dac6e0e,1,22.98
85398ae1-a124-4ac6-b0fb-eac5afdaf3f9,1,22.98
a7406b78-c077-46d9-8303-7e36b750c417,1,22.98
5a009c39-8a05-46ed-9333-e04d1e8e7f03,1,22.98
743d7169-2a1b-4c28-8045-68e76f26f3e4,1,22.98
4e13eefe-22c7-40cc-8ee4-add54d6823a5,1,22.98
f8805a5e-7a79-444b-90df-6a01eb227098,1,22.98
519cd329-c75b-4140-a700-7163d3136caa,1,22.98
08dbf307-cbb3-493a-88dd-97556599938e,1,22.98
cc7732a9-ea0e-4789-abc5-4f635ca5e8bd,1,22.98
3e5bfc31-bdca-43b5-a800-da467123e83c,1,22.98
9f8cea33-2b4b-4e2c-8963-18da0cde18f0,1,22.98
7bcf4739-4e09-4e8a-86d2-ab41673f0528,1,22.98
15799f7a-89a7-4561-b9e2-ae3bfc7ce023,1,22.98
48b9d5fb-3786-4c6e-83ae-4e8428d612b9,1,22.98
5ddfcf27-060d-4a3c-9e82-3fa1ffc8bab1,1,22.98
e95a4db2-9db6-4e52-9050-d4e5a66f0f0c,1,22.98
d158062c-3505-48ba-b0de-e1413ed09343,1,22.98
203471fc-f25e-4c11-99f9-1e1b7b31a938,1,22.98
ff498cc5-4a7c-4ae0-964c-4bf3f334ad5c,1,22.98
03b99a73-fd11-4439-85b3-ab62ad5a03e6,1,22.98
c1e93385-0ed4-4ddc-9847-9329e3f31385,1,22.98
38ce39d9-b4e3-4da6-840d-76a7345c86ed,1,22.98
2b76ca2c-8689-482e-b2e9-e83ccfc12968,1,22.98
6b7f3987-d092-4c18-9cdf-d471efc0f021,1,22.98
433d13ff-c3ec-418d-a7f6-1fc204cbcc4c,1,22.98
b0d715ed-d3da-4b91-b44b-deaaef70d4d2,1,22.98
ddef7c07-c7ce-4acf-b431-b5e47e190af3,1,22.98
2596de22-637b-4961-bc04-cc3e382cdd36,1,22.98
59d2b1cc-fdbc-4077-98b6-42f9acb99a48,1,22.98
c497e83b-f5e7-421c-b9fa-6193df5c5906,1,22.98
dcb3b64e-68f0-4ae0-b128-57458535ca6c,1,22.98
415fd9a7-0428-42ad-886f-4cdcdf688a93,1,22.98
b766ccdc-d69b-4032-9e75-77910ba35419,1,22.98
6bb94d93-e58f-48f3-90bc-df714f058ffa,1,22.98
f256e706-6d84-4308-8ea4-e0cd2ed9c9af,1,22.98
f2406fa5-575c-43a8-8b04-716553ef9402,1,22.98
a15c70ce-37c4-4342-b844-5004485ab835,1,22.98
e4939695-f2cf-45e4-92be-71808176715c,1,22.98
d81f0315-51fd-4238-b82d-be9cac2785a9,1,22.98
404d14c8-fcba-442a-8f5f-3923b426c90c,1,22.98
d46f1cd5-26e5-4c04-b605-dc1319c22f60,1,22.98
feee5c69-4915-4be5-978b-22bf3b8653a7,1,22.98
b9cf0c81-c857-4c66-b12f-bd8d102d795c,1,22.98
